name,region_id,capacity,lon,short_name,station_id,rental_uris,lat,region_name
14th & Upshur St NW,42,19,-77.03267812728882,31406,08254943-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.942475355602845,"Washington, DC"
New Hampshire Ave & 24th St NW,42,19,-77.051084,31275,0825f723-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.901755,"Washington, DC"
Nannie Helen Burroughs & Minnesota Ave NE,42,11,-76.941877,31704,082480f1-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.901385,"Washington, DC"
Lincoln Park / 13th & East Capitol St NE ,42,33,-76.988355,31619,0824c229-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.890461,"Washington, DC"
61st St & Banks Pl NE,42,19,-76.913563,31714,08263cab-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.891805,"Washington, DC"
Rhode Island Ave Metro,42,19,-76.995876,31516,0825e3b0-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.920682,"Washington, DC"
Livingston Rd & 3rd St SE,42,15,-77.00223,31818,d72b1790-0fea-4af8-9d2a-fd4d4db24d1a,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.82373,"Washington, DC"
Waterfront Park,42,19,-77.0207878947258,31673,94b1507c-7f76-483c-b06a-a4131e0b5970,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.874820772513424,"Washington, DC"
Franconia-Springfield Metro North,,19,-77.168902,32289,1917259666206632502,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.766946,
4th & Florida Ave NE,42,19,-77.00069814920425,31532,21cdfe0d-71ad-4302-a003-3cfc0d355af9,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.90731645057457,"Washington, DC"
New Dominion Pkwy & Fountain Dr,104,11,-77.356324,32212,08263959-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.960574,"Fairfax, VA"
Braddock Rd Metro North,40,16,-77.052808,31047,08253c6b-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.814577,"Alexandria, VA"
Commonwealth and Reed,40,16,-77.05727398395538,31960,3af8c81c-b8d8-4af7-afe9-332a2cac4672,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.8368376462948,"Alexandria, VA"
Spring Hill Metro,104,15,-77.240654,32200,0826345e-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.929261,"Fairfax, VA"
John McCormack Rd NE,42,19,-76.997226,31528,8bbafd08-edb1-426d-94f4-c7b7d9be34dd,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.938889,"Washington, DC"
Route 29 & Bisvey Dr,104,12,-77.195847,32267,f0101beb-a103-46e4-93f5-c7880b85411b,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.876912,"Fairfax, VA"
Walker Mill Road/ Walker Mill Regional Park ,133,15,-76.868767,32428,1999699654561182176,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.875772,Prince George's County
St Asaph & Pendleton St,40,15,-77.0446327328682,31043,08253a4b-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.81074147938705,"Alexandria, VA"
1st & D St SE,42,19,-77.005965,31643,08263aa1-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.884916,"Washington, DC"
Shady Grove Metro West,43,19,-77.166093,32045,0825e56c-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",39.119765,"Montgomery County, MD (North)"
Martha Custis Dr & Lyons Ln,40,15,-77.082124,31199,2077910615087598254,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.841871,"Alexandria, VA"
S Randolph St & Campbell Ave,41,15,-77.08865851163864,31076,0825e4d5-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.84065400672152,"Arlington, VA"
10th St & L'Enfant Plaza SW,42,23,-77.02601015567778,31287,08261d9d-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.88432272414662,"Washington, DC"
Bethesda Metro / Wisconsin Ave & Old Georgetown Rd,44,12,-77.094537,32048,0825f2b1-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.984691,"Montgomery County, MD (South)"
Columbus Circle / Union Station,42,55,-77.00493,31623,0824d0c6-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.89696,"Washington, DC"
8th & H St NE,42,19,-76.99489653110504,31661,fbbeab20-556d-4275-98a9-f84d316c157f,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.899941626884754,"Washington, DC"
8th & D St NW,42,24,-77.02324,31270,08256ac9-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.894851,"Washington, DC"
Soapstone Dr Convenience Center,104,12,-77.345874,32253,85c2fb24-d241-4550-8968-2cdf85462af7,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.93051,"Fairfax, VA"
Connecticut Ave & McKinley St NW,42,19,-77.07513481378555,31315,0825fbd3-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.96454350924588,"Washington, DC"
Columbia Pike & S Highland St,41,12,-77.089133,31096,08260472-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.862398,"Arlington, VA"
7th & F St NW / National Portrait Gallery,42,35,-77.022216,31232,0824c772-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.897324,"Washington, DC"
New Hampshire & Kirklynn Ave,44,15,-76.988422,32061,082650b1-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.988101,"Montgomery County, MD (South)"
Vantage Hill Rd & Wainwright Dr,104,12,-77.348487,32244,8d68e4db-0bc9-440a-9b27-5d34ed1b93c9,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.9667,"Fairfax, VA"
Langston Blvd & N Woodstock St,41,19,-77.118009,31900,082614e4-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.898301,"Arlington, VA"
5th & F St NW,42,31,-77.019347,31620,0824a28b-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.897222,"Washington, DC"
United Medical Center,42,19,-76.983144,31823,5f0f9566-90d4-431e-9b6d-994e26d20ec6,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.835737,"Washington, DC"
M St & New Jersey Ave SE,42,17,-77.00416892766953,31208,082486f0-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.8762192324865,"Washington, DC"
14th & R St NW,42,19,-77.032008,31202,0824799f-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.913046,"Washington, DC"
Minnesota Ave Metro/DOES,42,15,-76.947446,31703,0824806c-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.897063,"Washington, DC"
23rd & M St NW,42,19,-77.050264,31128,5b745524-d0d3-4197-8c69-0ad4e5761883,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.905303,"Washington, DC"
Columbia Pike & S Walter Reed Dr,41,8,-77.086599,31067,08256fcd-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.862478,"Arlington, VA"
Lake Newport Rd and Autumn Ridge Cir,104,12,-77.35345423221588,32251,29f174dd-e7bc-4329-a570-0220f0d1be84,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.97850255151454,"Fairfax, VA"
Georgia Ave & Dahlia St NW,42,19,-77.026747,31425,f8b331c6-d208-4b17-b788-1a17d2520c40,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.976061,"Washington, DC"
15th & K St NW,42,27,-77.03353,31254,08253b2b-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.902,"Washington, DC"
Rhode Island Ave & 39th St / Brentwood Arts Exchange,133,15,-76.955047,32413,199df30f-328b-48af-8627-952bd9d6fe7c,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.939271,Prince George's County
White Oak Rec Center,44,15,-76.9757228,32087,2213781a-5c69-43eb-9b33-346d61e7e1ba,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",39.0461435,"Montgomery County, MD (South)"
North Shore Dr & Village Rd,104,11,-77.340787,32223,0826533b-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.970412,"Fairfax, VA"
Georgia Ave & Fairmont St NW,42,15,-77.02232748270035,31207,0824844b-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.924784585266956,"Washington, DC"
Windham Ln & Amherst Ave,44,15,-77.04735,32066,082652d2-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",39.032029,"Montgomery County, MD (South)"
18th & M St NW,42,27,-77.04177886247635,31221,08249ef2-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.90506687455313,"Washington, DC"
24th St & Rhode Island Ave NE,42,15,-76.97285145521163,31543,77cd13d5-f671-437a-a59c-bcc74c6b211e,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.93077415308313,"Washington, DC"
King St & N Pitt St,40,11,-77.04467564821243,31968,e84a9c46-89ce-45dc-866f-fe8cbc50e88e,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.8048011316311,"Alexandria, VA"
Fairfax Dr & N Taylor St,41,11,-77.112754,31049,8dfb34e2-7f75-4359-a374-5bf5e86c4793,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.882425,"Arlington, VA"
South Lakes Dr and Reston Pkwy,104,12,-77.362304,32247,d3cf2811-ca2e-4d2c-9843-8a90049b7b80,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.94335,"Fairfax, VA"
13th & E St SE,42,15,-76.98790669441223,31607,082494e7-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.88291548476762,"Washington, DC"
Hilltop Rd & Willowmere Dr ,,11,-77.241518,32297,1957750905852681124,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.876903,
Seatrend Way & Topsails Ln,,12,-77.160014,32288,1917259953969440770,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.775639,
Connecticut Ave & Chevy Chase Lake Dr,44,15,-77.076986,32051,08261407-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.994113,"Montgomery County, MD (South)"
37th & O St NW / Georgetown University,42,23,-77.07166,31236,0824cdb0-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.907837,"Washington, DC"
Western Ave & Pinehurst Cir NW ,,15,-77.066409,31428,1939176485434179842,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.975739,
S Wakefield St & 28th St S,41,15,-77.098093,31972,7af26d39-a3b4-4fb3-b5b2-3acd415b9bea,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.84404,"Arlington, VA"
Powhatan St & Bashford Ln,40,15,-77.047783,31915,082630e2-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.818748,"Alexandria, VA"
44th St & New Mexico Ave NW,,19,-77.086263,31391,1877753940179542324,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.933899,
15th & P St NW,42,19,-77.03442692756653,31201,0824791a-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.90980062655191,"Washington, DC"
New Hampshire Ave & East-West Hwy,133,15,-76.995227,32412,ae00650a-be2d-4912-8f0d-8338b3754eed,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.974205,Prince George's County
14th & Quincy St NW,42,19,-77.032688,31401,08247c29-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.938024,"Washington, DC"
Queens Chapel & Hamilton St,133,15,-76.9595,32410,27d919c7-7fda-41d1-9c05-2f537d5c4ce2,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.9546,Prince George's County
Library St & Freedom Dr,104,15,-77.358741,32216,08263b6d-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.959633,"Fairfax, VA"
New Hampshire & Gallatin St NW,42,19,-77.012808,31418,89263cc9-13f6-4185-b315-5164c9bb930e,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.951596,"Washington, DC"
Barcroft Community Center,41,11,-77.1009886264801,31033,08251c45-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.85033657788445,"Arlington, VA"
Montgomery Ave & Waverly St ,44,11,-77.09221,32003,0825756e-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.983838,"Montgomery County, MD (South)"
Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,42,31,-77.04657,31240,0824e68d-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.88412,"Washington, DC"
Benning Branch Library,42,11,-76.947974,31705,08249b10-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.894,"Washington, DC"
1st & N St SE,42,39,-77.00575411319733,31209,082484cf-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.875022735559995,"Washington, DC"
4th & East Capitol St NE,42,11,-77.000349,31618,0824c1a1-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.889955,"Washington, DC"
18th St & Belmont Rd NW,42,16,-77.042071,32140,2072399988132893690,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.920925,"Washington, DC"
Maine Ave & Water St SW,42,19,-77.02094480395317,31674,a41e5bd2-b599-4c47-a36f-31ffa2e2dd0b,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.87674677186661,"Washington, DC"
Trinidad Rec Center,42,19,-76.983221,31525,d0a82ee8-e718-4598-aa5e-dda9292c248c,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.906299,"Washington, DC"
Madison St & Fairfax St,40,15,-77.040691,31918,08264173-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.812351,"Alexandria, VA"
Prince St & Union St,40,19,-77.040363,31041,08253976-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.803124,"Alexandria, VA"
Traville Gateway Dr & Gudelsky Dr,43,19,-77.202501,32005,08257f71-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",39.093783,"Montgomery County, MD (North)"
Chain Bridge Rd & Anderson Rd,,11,-77.204762,32298,1957757292469049786,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.925572,
Potomac Ave & 35th St S,41,15,-77.050537,31052,0824e2e3-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.844015,"Arlington, VA"
S Clark St & 33rd St,41,12,-77.051956,31944,e2a96f4c-801e-4cf8-be0f-f767a5d8ca1b,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.845028,"Arlington, VA"
39th & Veazey St NW,42,15,-77.077078,31308,082544b7-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.943837,"Washington, DC"
1st & M St NE,42,15,-77.005483,31603,0824927c-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.905697,"Washington, DC"
16th & Bangor St SE,42,15,-76.983585,31829,7c790f6e-7889-4c3c-97d6-ffd37e68bb2d,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.86044,"Washington, DC"
North Capitol & R St NE,42,15,-77.008775,31527,2a76806e-32b4-4ec6-a851-f73ba7dafda1,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.91256,"Washington, DC"
Arlington Blvd & Fairfax Dr,41,16,-77.08426237106323,31940,abd8bd04-94ec-4818-baf5-7f79742e982c,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.88625606692058,"Arlington, VA"
Georgia Ave & Kennedy St NW,42,19,-77.02791,31415,568a84a6-8911-48aa-8ad4-9a1b46564e9d,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.95674,"Washington, DC"
N Pershing Dr & N George Mason Dr,41,11,-77.107906,31069,082572b6-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.871822,"Arlington, VA"
10th St & Spring Rd NW,42,15,-77.027163,31426,63fa246c-6bed-41f0-97eb-d2d7888c1db0,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.936228,"Washington, DC"
Largo Town Center Metro,133,17,-76.844604,32401,29b65d73-fc99-42e3-9007-2175402a5c56,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.899811,Prince George's County
Michigan Ave & Allison St NE,,15,-76.978783,31544,1934706002043462112,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.945068,
Reston YMCA,104,15,-77.368416,32219,08263f4a-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.955314,"Fairfax, VA"
W St & Shannon Pl SE,42,12,-76.990779,31808,2057213452968541050,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.865404,"Washington, DC"
Wilson Blvd & N Edgewood St,41,15,-77.09186241030693,31019,0824f3d6-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.889396070923496,"Arlington, VA"
48th Pl & MacArthur Blvd NW,42,15,-77.095825,31322,e07eed7c-2d2a-4f13-aff7-2be6500958f7,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.917105,"Washington, DC"
MBT & Bryant St NE,42,19,-76.9960230588913,31531,0627dc3c-5c62-4ab1-a6f0-3635c6f80d23,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.92240364115446,"Washington, DC"
Amherst Ave & Elkins St,44,15,-77.047788,32063,0826518d-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",39.044887,"Montgomery County, MD (South)"
2nd St & Seaton Pl NE,42,19,-77.00356006622314,31522,0826005e-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.914751108831155,"Washington, DC"
King Farm Blvd & Piccard Dr,43,15,-77.182669,32038,0825b7cc-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",39.110314,"Montgomery County, MD (North)"
Montgomery College / W Campus Dr & Mannakee St,43,21,-77.159048,32023,0825aa94-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",39.095661,"Montgomery County, MD (North)"
New York Ave & Hecht Ave NE,42,23,-76.983683,31518,0826132d-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.915604,"Washington, DC"
Nebraska & Utah Ave NW,42,16,-77.060662,31730,2084992700567684030,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.967291,"Washington, DC"
Madron Ln & Bermudez Ct,104,12,-77.221807,32271,83fa4699-b2ee-4f14-af3b-167f34a62fb4,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.904415,"Fairfax, VA"
Baltimore Avenue and Hotel Drive at UMD,133,15,-76.936073,32431,2007431383556444258,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.986639,Prince George's County
13th & U St NW,42,19,-77.0296311378479,31132,732103a1-eedd-4044-afa6-67b2d192ff22,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.91693645323652,"Washington, DC"
Northwestern High School,133,15,-76.952199,32411,3dd9e864-a5fc-4c27-b18e-325226089293,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.975505,Prince George's County
Independence Ave & L'Enfant Plaza SW/DOE,42,23,-77.026141,31633,08256e7b-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.887332,"Washington, DC"
