name,region_id,capacity,lon,short_name,station_id,rental_uris,lat,region_name
W&OD Trail & Langston Blvd,41,15,-77.16212,31948,5982cdb9-2f4d-490f-8e7c-030adfac87be,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.88715,"Arlington, VA"
Wilson Blvd & N Quinn St,41,17,-77.07857,31027,08251e7d-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.893993,"Arlington, VA"
14th St & New York Ave NW,42,31,-77.031686,31216,08249aa2-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.899632,"Washington, DC"
Silver Spring Metro / Colesville Rd & Wayne Ave,44,19,-77.02912420034409,32012,0825881b-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.995256441231696,"Montgomery County, MD (South)"
22nd & P ST NW,42,19,-77.048728,31285,08261b21-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.909394,"Washington, DC"
Hartland Rd & Harte Pl,104,11,-77.222808,32255,c271d265-76c8-49f9-9b3c-b9490fb97ac0,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.878601,"Fairfax, VA"
Edgewood Rec Center,42,15,-77.002098,31529,ed8f70f3-15e3-448c-86c5-d27d87402ad3,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.924144,"Washington, DC"
Pennsylvania Ave & Park Ave,152,12,-77.176992,32603,33ae16de-ca5b-4253-9096-35ccae7bb8dd,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.887403,"Falls Church, VA"
Connecticut & Nebraska Ave NW,42,23,-77.069956,31310,08254ffb-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.955016,"Washington, DC"
15th St & Massachusetts Ave SE,42,15,-76.983569,31626,08251a1b-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.88732,"Washington, DC"
South Dakota Ave & Bladensburg Rd NE,42,15,-76.964896,31538,183f8ffb-756c-4271-8d9a-a5cde3f13116,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.9252,"Washington, DC"
20th & E St NW,42,15,-77.045,31204,08247aa4-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.8963,"Washington, DC"
Virginia Hospital Center,41,15,-77.12801456451415,31976,5f060548-684b-469b-8825-66c80d77a874,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.88791377249907,"Arlington, VA"
33rd St & Wisconsin Ave NW,,19,-77.066074,31337,1926924117062925284,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.912181,
Park Pl & Rock Creek Church Rd NW,42,19,-77.01912492513657,31137,9b9156b3-51c3-44c8-af49-46e3f4dea30f,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.93713516763736,"Washington, DC"
Veterans Pl & Pershing Dr ,44,11,-77.023894,32043,0825e0a1-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.997445,"Montgomery County, MD (South)"
Carlin Springs Rd & N Thomas St,41,15,-77.112982,31919,08264392-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.876695,"Arlington, VA"
18th & Monroe St NE,42,19,-76.979517,31521,0826547e-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.93293,"Washington, DC"
North Capitol & K St NE,42,19,-77.00824588537216,31675,7995da4d-4d99-4797-bb9f-37a51a28cc09,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.90244372501735,"Washington, DC"
15th & M St NW,42,19,-77.034674,31298,7fcbf92d-a257-4973-828b-181d5602eee5,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.905424,"Washington, DC"
Commonwealth Ave & E Monroe Ave,40,15,-77.06282079219818,31913,08262094-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.82005823354218,"Alexandria, VA"
Washington Blvd & 7th St N,41,12,-77.090792,31032,08252645-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.88081,"Arlington, VA"
Capitol Ave & Kendall St NE,42,19,-76.985854,31530,336a1fe2-8e92-49ad-ab6a-c6c392d3edcd,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.910993,"Washington, DC"
Fairfax Dr & N Randolph St,41,15,-77.109366,31034,0825275b-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.882629,"Arlington, VA"
17th & G St NW,42,35,-77.039643,31277,0825fca2-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.898301,"Washington, DC"
Georgia & New Hampshire Ave NW,42,19,-77.02418088912964,31400,08247baa-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.9366839345886,"Washington, DC"
Friendship Blvd & Willard Ave,44,19,-77.088659,32040,0825bd74-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.96115,"Montgomery County, MD (South)"
Kennebec St & 11th St N,41,15,-77.135271,31905,08261fb3-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.880992,"Arlington, VA"
Arlington Blvd & Fillmore St,41,11,-77.089233,31070,0825bbc6-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.873755,"Arlington, VA"
Monroe St & E Park Dr ,104,11,-77.389696,32322,2069026080266492516,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.950009,"Fairfax, VA"
Capitol Heights Metro,133,19,-76.913188,32419,3dc3100e-7a4c-4d34-8b92-e820f1bd46a0,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.888524,Prince George's County
Mount Vernon Ave & E Del Ray Ave,40,15,-77.058541,31086,0825f946-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.82595,"Alexandria, VA"
South St & University Dr,,12,-77.305336,32283,1877158937567185816,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.844249,
25th St & Pennsylvania Ave NW,42,15,-77.053485,31237,0824cfe7-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.903827,"Washington, DC"
Fort Totten Dr & Crittenden St NE,42,8,-77.006444,31731,2084993211094558994,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.948227,"Washington, DC"
10th & U St NW,42,19,-77.0259,31111,082483c2-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.9172,"Washington, DC"
Anacostia Library,42,11,-76.9784,31804,0824980b-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.865784,"Washington, DC"
Crystal Dr & 23rd St S,41,17,-77.049806,31011,08247310-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.853328,"Arlington, VA"
Connecticut Ave & Macomb St NW / Cleveland Park,42,11,-77.0575301349163,31305,08247f59-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.93362634918731,"Washington, DC"
The Shoppes @ Burnt Mills,44,19,-77.0041217,32085,44b6aaca-6a97-425c-9d95-93a1d836c22d,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",39.0313141,"Montgomery County, MD (South)"
7th & E St SW,42,19,-77.021741,31294,082654f4-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.88345,"Washington, DC"
10th St & Florida Ave NW,42,19,-77.025672,31120,08259009-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.920387,"Washington, DC"
14th St & Rhode Island Ave NW,42,31,-77.0323,31203,08247a21-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.9086,"Washington, DC"
Mount Vernon Ave & Kennedy St,40,15,-77.059821,31088,0825fa22-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.833077,"Alexandria, VA"
3rd & Tingey St SE,42,24,-77.002489,31634,08258e2d-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.874967,"Washington, DC"
Pooks Hill Rd & Linden Ave,44,15,-77.107143,32057,08264525-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",39.014716,"Montgomery County, MD (South)"
19th & Savannah St SE,42,11,-76.97703,31815,d61b3881-e324-4c6d-aa92-849716c70b04,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.84623,"Washington, DC"
Lee Center,40,15,-77.053766,31914,082625d9-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.797557,"Alexandria, VA"
Castle Blvd & Castle Ln,44,19,-76.940547,32092,804fb759-1127-4059-a67a-c1fdd5d98082,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",39.085314,"Montgomery County, MD (South)"
GMU/Horizon Hall & Harris Theater,,15,-77.308069,32295,1929517249726509974,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.831211,
10th St & Constitution Ave NW,42,47,-77.026013,31219,08249dad-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.893028,"Washington, DC"
2nd & V St SW / James Creek Marina,42,19,-77.013814,31667,4784f152-5012-49fc-b1bb-723a6d73aa09,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.863743,"Washington, DC"
Clarendon Metro / Wilson Blvd & N Highland St,41,21,-77.09525674581528,31022,0824ff6e-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.88701007722296,"Arlington, VA"
Saint Asaph St & Madison St,40,15,-77.044097,31097,0826154d-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.812718,"Alexandria, VA"
Columbia & Ontario Rd NW,42,23,-77.040787,31296,08265638-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.924088,"Washington, DC"
41st St & Alabama Ave SE / Fort Davis Rec,42,15,-76.945283,31724,0099b016-32c9-4536-ac4c-dcc1a117bd95,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.870353,"Washington, DC"
7th St & Massachusetts Ave NE,42,19,-76.99602,31647,7814989b-dc73-4a7e-bd23-f716b9abbbfe,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.89222,"Washington, DC"
Town Center Pkwy & Sunset Hills Rd,104,11,-77.3630940914154,32224,082653a6-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.955170598044894,"Fairfax, VA"
4th St & Madison Dr NW,42,31,-77.0172465,31288,082620fc-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.8904955,"Washington, DC"
King St Metro North / Cameron St,40,15,-77.059817,31098,082615b7-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.80704,"Alexandria, VA"
Bladensburg Rd & Benning Rd NE,42,15,-76.982872,31617,0824c0d5-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.900413,"Washington, DC"
4th & D St NW / Judiciary Square,42,15,-77.016106,31621,0824cb9b-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.895344,"Washington, DC"
Kansas Ave & Sherman Cr NW,42,19,-77.02154964208603,31417,c645ddde-0156-47ab-9616-3121f541a6f0,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.94796174822241,"Washington, DC"
Vienna Metro South,104,19,-77.270731,32260,fd44b399-4a55-4bbe-a326-20d138a2f0eb,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.877415,"Fairfax, VA"
Reston Cmty Ctr/Hunters Woods Plaza,104,11,-77.3609955168468,32320,2054578287373445230,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.936418545319846,"Fairfax, VA"
Arizona Ave & MacArthur Blvd NW,42,19,-77.103662,31331,1b1fd2f7-bcbd-43a2-bed1-ddf8e3cc4614,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.927294,"Washington, DC"
Westpark & Jones Branch Dr,104,11,-77.217664,32205,0826366d-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.924437,"Fairfax, VA"
14th & Girard St NW,42,23,-77.032375,31123,08261c65-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.925284,"Washington, DC"
14th & Q St NW,42,19,-77.03188,31327,a7b98322-bdbb-421e-b2e4-1bb42ef9d01f,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.910674,"Washington, DC"
Anacostia Roller Skating Pavilion,42,19,-76.97093,31720,d2a6b8ef-0d6d-4037-84e4-b905142031fa,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.878771,"Washington, DC"
Largo Rd & Campus Way / Prince Georges's Comm Col,133,15,-76.825535,32405,5945c731-a300-46e6-8e51-3236ad1f65f2,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.88994,Prince George's County
GMU/Rappahannock River Ln,,12,-77.30705653659993,32294,1929488700232798842,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.83480010457699,
Gravelly Point,41,17,-77.039511,31064,08256742-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.865029,"Arlington, VA"
11th & S St NW,42,23,-77.027078,31280,082603fc-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.913674,"Washington, DC"
10th & K St NW,42,24,-77.02622,31263,08251d5a-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.9024,"Washington, DC"
Metro Park Dr & Walker Ln ,,12,-77.156504,32296,1957669092295526720,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.76843,
16th & Q St SE / Anacostia HS,42,23,-76.982359,31812,082633ec-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.870695,"Washington, DC"
14th & G St NW,42,23,-77.03189760446548,31238,0824e24c-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.89816396413188,"Washington, DC"
Kingsbridge Dr & Draper Dr,,11,-77.28208337922068,31387,1892762694406615240,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.868544703880275,
River Rd & Landy Ln,44,19,-77.103381,32046,0825e5ff-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.964992,"Montgomery County, MD (South)"
Connecticut Ave & Tilden St NW,42,15,-77.061977237463,31313,0825c063-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.94113915653008,"Washington, DC"
19th St & Pennsylvania Ave NW,42,15,-77.0429,31100,0824741d-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.9003,"Washington, DC"
20th & I St NW,42,24,-77.045021,32226,2056454215099460074,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.90155,"Washington, DC"
Stadium Armory Metro,42,19,-76.97718724608421,31665,e9611824-0245-4482-bc8b-970c0eface40,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.88548252734069,"Washington, DC"
New Hampshire Ave & T St NW,42,23,-77.038252,31229,0824c376-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.915544,"Washington, DC"
Westover Library / Washington Blvd & N McKinley Rd,41,15,-77.142317,31921,ce3db0b4-8c4f-4c6c-a059-73fff08c1edf,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.886048,"Arlington, VA"
21st & I St NW,42,47,-77.04644858837128,31205,08247b29-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.90071062547463,"Washington, DC"
Citadel Ave & McGrath Blvd,43,15,-77.10933,32076,97506e92-1d23-4396-8ec8-e1901ccc22fa,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",39.049,"Montgomery County, MD (North)"
Fleet St & Waterfront St,133,15,-77.016059,32406,d4e8307d-5fb2-4ece-a66a-1522b1ebf79c,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.782633,Prince George's County
3rd & Elm St NW,42,15,-77.01597,31118,08256b2e-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.917622,"Washington, DC"
Half & I St SW ,42,19,-77.011016,31680,2015611830034989628,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.879262,"Washington, DC"
Duke St & Jordan St,40,16,-77.10994,31966,a44778cc-274f-49d5-80dc-6e031113a7e3,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.812187,"Alexandria, VA"
Wilson Blvd & N Vermont St,41,12,-77.11456328630447,31926,72c402d9-63d9-4025-95a9-1577a34e5f52,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.87947660895433,"Arlington, VA"
N Shore Dr & Charter Oak Ct,104,11,-77.3490256,32323,2070121376129326036,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.9590819,"Fairfax, VA"
Wilson Blvd & N Illinois St ,41,15,-77.12712,31902,082600d8-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.876528,"Arlington, VA"
King St & Patrick St,40,15,-77.049883,31044,08253ab7-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.805317,"Alexandria, VA"
Grant Circle,42,19,-77.01822102069855,31421,4ae62d55-b4b3-47d7-ada9-79185e2be3b9,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.942024743273045,"Washington, DC"
Connecticut Ave & Yuma St NW,42,19,-77.065115,31318,08261e06-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.947156,"Washington, DC"
Fairfax Blvd & Pickett Rd North,,12,-77.271911,32276,1872703318198888690,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.865091,
Crystal Dr & 15th St S,41,16,-77.049417,31003,08246cd5-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.861056,"Arlington, VA"
14th & Irving St NW,42,31,-77.032224,31124,082631cd-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.928552,"Washington, DC"
Duke St & John Carlyle St,40,15,-77.060866,31081,0825f465-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.804378,"Alexandria, VA"
Woody Ward Rec Center,42,15,-76.926596,31722,c51f0090-a4f9-416d-a18b-6e0505b1dca1,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.879575,"Washington, DC"
Congressional Ln & E Jefferson St,43,15,-77.129235,32081,305ce636-23c1-42f3-a28b-8be4feca2e05,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",39.06219,"Montgomery County, MD (North)"
Langston Blvd & N Scott St,41,15,-77.080851,31080,0825f6b3-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.897612,"Arlington, VA"
20th & L St NW,42,19,-77.044789,31250,08252c4a-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.903584,"Washington, DC"
South Capitol & Atlantic St SW,42,19,-77.008133,31811,08261a52-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.831516,"Washington, DC"
Wilson Blvd & N Uhle St,41,15,-77.0846,31017,0824ee0d-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.891696,"Arlington, VA"
Mount Vernon Ave & Bruce St,40,15,-77.063093,31912,0826256c-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.841291,"Alexandria, VA"
New Mexico & Cathedral Ave NW,,19,-77.083704,31394,1884993950171398452,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.930316,
4th & C St SW,42,48,-77.01770067214966,31243,08250371-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.88637194054526,"Washington, DC"
